KLHL17
AL354740.1
BRPF3
PNPLA1
STK38
NFYA
TRERF1
RPL7L1
TTBK1
YIPF3
MAD2L1BP
TMEM151B
SPATS1
GSTA4
AL391840.1
AL391840.3
SH3BGRL2
ELOVL4
AL139274.2
GJB7
AKIRIN2
AL139090.1
NDUFAF4
PREP
AL096794.1
CD24
SESN1
MICAL1
Z97989.1
MARCKS
FO393415.1
TSPYL1
KIAA0408
SOGA3
AKAP7
CITED2
VTA1
AL033504.1
AL445123.2
AL359382.1
AL513164.1
ZBTB2
RGS17
TIAM2
TMEM242
AL035634.1
TMEM181
AGPAT4
TTLL2
AL356123.2
LINC00574
FAM20C
ELFN1
ELFN1-AS1
AP5Z1
AC092171.5
FSCN1
DAGLB
NXPH1
AC073333.1
STEAP1B
AC002480.1
AC002480.2
FAM126A
KLHL7
C7orf31
JAZF1
AC004593.1
AC018645.3
BMPER
AC018647.3
HERPUD2
AC018647.2
AOAH
AC007349.1
ELMO1
ELMO1-AS1
RALA
HECW1
HECW1-IT1
NACAD
MRPS17
ZNF117
ERV3-1
AC008267.5
AC092100.1
GALNT17
VPS37D
LIMK1
CLIP2
AC211486.2
SRRM3
YWHAG
AC004990.1
MAGI2
AC006043.1
GNAI1
CLDN12
CDK14
AC079760.2
DLX6-AS1
DLX5
ZKSCAN1
ZNF3
GPC2
ACTL6B
PLOD3
CUX1
AC005096.1
AC005072.1
SH2B2
ALKBH4
UPK3BL2
LHFPL3
LHFPL3-AS1
LHFPL3-AS2
AC073073.2
NAMPT
CCDC71L
SLC26A4
LAMB4
NRCAM
AC004112.1
ST7
ST7-AS2
AC002542.6
CFTR
CTTNBP2
GRM8
GCC1
IMPDH1
AC090114.2
FAM71F2
TSGA13
DGKI
TMEM213
MKRN1
FAM131B
LRRC61
NUB1
WDR86
AC006372.3
AC022784.1
LINC00599
LZTS1
LZTS1-AS1
RHOBTB2
CHMP7
ADAM28
AC120193.1
AF106564.1
DUSP4
AC044849.1
MBOAT4
AC026979.4
TEX15
PURG
WRN
RNF122
UNC5D
AC105230.1
BRF2
RAB11FIP1
AP006545.1
PLPP5
TM2D2
GOLGA7
POLB
SNAI2
SNTG1
AC090186.1
AC022679.2
TOX
AC090152.1
RAB2A
AC068389.3
AC113143.3
AC022182.1
AC120042.1
MIR124-2HG
RRS1
SLCO5A1
AC091047.1
AC079089.1
NCOA2
AC022893.2
STMN2
AC009812.4
AC012533.1
RUNX1T1
PDP1
AP002852.1
BAALC-AS1
EXT1
RNF139
AC090198.1
AC022973.4
AC139019.1
AC105180.2
AC046195.2
FAM135B
ZNF696
TIGD5
MAF1
SCRT1
LRRC14
LRRC24
C8orf82
COMMD5
RANBP6
LURAP1L-AS1
LURAP1L
AL161449.2
AL162725.2
RRAGA
AL158206.1
KLHL9
AL445623.2
ELAVL2
AL365204.1
TUSC1
TEK
EQTN
MOB3B
AL163192.1
AL451123.2
AL451123.1
UNC13B
CREB3
RECK
FAM122A
CEMIP2
ABHD17B
LINC01504
ZFAND5
ALDH1A1
TLE1
AL158071.3
NFIL3
FGD3
CDC14B
TRMO
TMEFF1
CAVIN4
AL138756.1
SUSD1
PTBP3
C9orf147
KIAA1958
SNX30
ZNF618
AKNA
MEGF9
AL596244.1
TTLL11
LHX6
RBM18
PDCL
AL450263.1
DOLPP1
FNBP1
AL358781.1
UCK1
CEL
BRD3OS
BRD3
MRPS2
CAMSAP1
CR392000.2
GPSM1
CCDC183
TMEM203
AL713851.1
AKR1C1
CCDC3
OPTN
FRMD4A
AC044781.1
AL157896.1
HSPA14
NMT2
RSU1
COMMD3
BMI1
SPAG6
AL353801.1
C10orf25
ADO
NODAL
MMRN2
LINC00865
LINC01374
CCNJ
FRAT1
FRAT2
AL138762.1
TWNK
PDZD7
SFXN3
BTRC
LDB1
FBXL15
INA
ITPRIP
MXI1
AL139120.1
AL158212.3
DCLRE1A
ATRNL1
AC016042.1
GFRA1
NANOS1
DPYSL4
PWWP2B
SPRN
RIC8A
KCNQ1
KCNQ1OT1
CDKN1C
OSBPL5
ZNF195
OR51D1
AC022762.2
TRIM3
DCHS1
MTRNR2L8
LDHAL6A
HTATIP2
NELL1
AC090857.2
FANCF
ABTB2
AC087276.3
C11orf96
AC103855.3
CHST1
SLC35C1
ZNF408
NR1H3
PSMC3
AC090559.2
NDUFS3
KBTBD4
CLP1
OR4D9
MRPL16
VWCE
AP002793.1
INTS5
RCOR2
PPP1R14B
ESRRA
NRXN2
AP001092.1
EHD1
SCYL1
FAM89B
EHBP1L1
EIF1AD
AP001107.4
BRMS1
AP002748.4
RBM4B
SPTBN2
LRFN4
AIP
FADD
ANAPC15
ARAP1-AS2
GAB2
AP003086.1
TENM4
AP003464.1
PANX1
AP002784.1
AP000779.1
BIRC2
TMEM123
AP001830.1
GRIA4
ACAT1
AP002433.2
PLET1
LINC02762
NCAM1
NCAM1-AS1
PAFAH1B2
BACE1-AS
DSCAML1
TRAPPC4
AP000755.2
FEZ1
PUS3
RPUSD4
ETS1
LINC02743
AC007406.5
AC004672.1
CRACR2A
GAU1
TAPBPL
CHD4
AC006064.2
PTMS
LAG3
GABARAPL1
KLRD1
TAS2R31
GPR19
AC008115.2
DDX47
AC010168.2
RERG
PTPRO
TSPAN11
PDZRN4
AC090531.1
AC006197.2
YAF2
AC079601.1
AC004801.4
KANSL2
FKBP11
DDN-AS1
LMBR1L
TUBA1A
SMARCD1
GPD1
COX14
CSRNP2
POU6F1
AC139768.1
DAZAP2
SPRYD3
ZNF740
MFSD5
AC076968.2
AC009779.2
ZC3H10
ZBTB39
LRP1
AC022506.2
KIF5A
B4GALNT1
OS9
AC025165.2
AGAP2-AS1
GRIP1
AC073530.1
PTPRB
PTPRR
AC090015.1
ATXN7L3B
AC073525.1
KCNC2
NAV3
AC138331.1
AC073571.1
SYT1
AC090709.1
AC027288.3
LINC02822
LINC01619
AC123512.1
BTG1
AC025164.1
LINC02391
LINC02397
NTN4
AC090001.1
PAH
ASCL1
C12orf42
AC084364.3
HCFC2
ALDH1L2
NUAK1
CKAP4
AC007695.1
AC007541.1
AC007569.1
DAO
SVOP
FAM222A
FAM222A-AS1
TRPV4
CUX2
PHETA1
LINC02356
HECTD4
DTX1
TESC-AS1
FBXO21
SRRM4
AC084361.1
PRKAB1
RAB35
COQ5
UNC119B
AC069234.1
CAMKK2
RHOF
DIABLO
HIP1R
SBNO1
DNAH10
LINC00939
LINC02826
SACS
AMER2
MTMR6
LINC02343
LINC00457
NBEA
AL390071.1
DCLK1
PROSER1
KBTBD6
KBTBD7
NUFIP1
SIAH3
ZC3H13
TMEM272
ATP7B
HNRNPA1L2
AL356295.1
FBXL3
MYCBP2-AS1
MYCBP2
SCEL
AL137140.1
SLAIN1
POU4F1
OBI1
LINC01068
AL158064.1
AL353688.1
SLITRK1
PCCA
PCCA-AS1
ING1
AL353704.2
ARHGEF7-AS2
SOX1
MCF2L
GRTP1-AS1
PIP4P1
LINC00641
SLC7A7
C14orf119
NGDN
NRL
TINF2
NOP9
LINC02282
PRKD1
AL356756.1
AL355053.1
AL136298.1
NPAS3
AL161851.2
AL121603.2
MGAT2
DNAAF2
AL627171.1
LINC01588
AP5M1
AL049838.1
DACT1
LINC01500
AKAP5
RIOX1
PNMA1
ISCA2
ESRRB
AC007686.4
IRF2BPL
AHSA1
NRXN3
AF099810.1
AC009396.3
AC009396.1
AC026888.1
AC022469.1
AC022469.2
AC008056.2
AC008056.3
AC008056.1
AF123462.1
AL355838.1
FOXN3-AS2
AL096869.2
CHGA
MOAP1
DDX24
C14orf132
AL162151.1
BCL11B
AL117190.2
DYNC1H1
AL117209.1
TNFAIP2
AC087490.1
PWRN4
GABRB3
FAM189A1
AC107980.1
KLF13
CCDC9B
DISP2
RPUSD2
AC020661.2
RTF1
LCMT2
HYPK
FRMD5
AC091117.2
SHF
SEMA6D
AC084882.1
AC023905.1
AC012050.1
GABPB1
GLDN
AC020892.2
LEO1
AC090517.2
AC090517.5
TCF12
AC018904.1
AC009554.1
HERC1
IGDCC3
C15orf61
FEM1B
CORO2B
LARP6
THSD4-AS1
AC104938.1
PML
SEMA7A
ARID3B
CSK
RPP25
SCAMP5
IMP3
UBE2Q2
ADAMTS7
AC016705.1
TLNRD1
AC023034.1
AC104041.1
MEX3B
RAMAC
AC022558.1
BNC1
ZSCAN2
POLG
ANPEP
ZNF710-AS1
AC018946.1
AC103739.3
UNC45A
AC127520.1
AC104035.1
ST8SIA2
LINC00924
Z69666.1
Z69706.1
TSR3
MRPS34
TBL3
E4F1
AC108134.2
ZNF174
AC020663.3
AC087190.1
DEXI
SNN
AC007216.3
AC109597.1
XYLT1
AC109446.3
AC009152.6
NOMO2
AC002550.1
ACSM3
TMEM159
AC005632.3
OTOA
SBK1
NPIPB7
BOLA2
SEZ6L2
ASPHD1
CORO1A
CD2BP2
TBC1D10B
ZNF48
ZNF764
AC002310.2
FBRS
TMEM265
ZNF629
MIR762HG
FBXL19
ZNF668
SIAH1
HNRNPA1P48
AC007496.2
MMP2
POLR2C
CNGB1
ZNF319
CES2
RIPOR1
GFOD2
THAP11
EDC4
SMPD3
ZNF821
AC009127.1
HPR
AC004158.1
CNTNAP4
LINC02125
AC106729.1
AC092376.2
AC092376.3
AC092376.1
AC084064.1
MAF
ATMIN
AC092142.1
JPH3
AC134312.4
RNF166
CBFA2T3
AC092384.3
AC092384.1
ACSF3
ZNF778
TUBB3
CENPBD1
RFLNB
GEMIN4
AC005696.1
NCBP3
SPNS2
MED11
RPAIN
C1QBP
PHF23
TNK1
PLSCR3
FXR2
EFNB3
KDM6B
BORCS6
LINC00324
KRBA2
COPS3
AC020558.1
LLGL1
FOXO3B
MAPK7
LINC01563
NATD1
MTRNR2L1
KSR1
LGALS9
AC005697.2
LYRM9
SARM1
AC002094.4
TRAF4
AC024267.3
GIT1
ANKRD13B
SSH2
RAB11FIP4
CDK5R1
NLE1
PEX12
ARHGAP23
MIEN1
RARA
RARA-AS1
AC073508.3
TMEM99
KLHL11
HCRT
AC067852.3
AC067852.2
MLX
PSMC3IP
COA3
BECN1
VAT1
RND2
ARL4D
MIR2117HG
HDAC5
ATXN7L3
UBTF
RUNDC3A
FAM171A2
MAPT
CR936218.2
KANSL1-AS1
IGF2BP1
PPP1R9B
AC015909.2
LINC01982
DYNLL2
SUPT4H1
AC100832.2
SMG8
AC091271.1
TACO1
AC005332.5
AC005332.7
FAM20A
LINC01497
CASC17
FAM104A
HID1
CDR2L
MRPL58
ARMC7
JPT1
GRB2
JMJD6
SEPTIN9
AC021683.2
AC021683.1
SOCS3
DNAH17
CYTH1
AC100788.1
CBX8
CBX4
EIF4A3
AC027601.4
BAHCC1
AC145207.5
DCXR-DT
HEXD-IT1
CYBC1
LINC00526
LINC00667
AP001381.1
CHMP1B
LDLRAD4
AP002439.1
LDLRAD4-AS1
AP005131.5
AP005131.1
AP005131.7
AP005131.3
FAM210A
LINC01900
AC090772.2
AC090772.1
NOL4
TPGS2
AC108452.1
SETBP1
SLC14A2
RNF165
ST8SIA5
AC090241.2
TCF4
TCF4-AS1
TCF4-AS2
LINC01416
LMAN1
C18orf63
LINC00909
MBP
PLPPR3
SBNO2
MIDN
EFNA2
MEX3D
PLEKHJ1
DIRAS1
ZNF555
TLE6
AC005944.1
TLE5
CELF5
APBA3
MRPL54
ATCAY
PIAS4
SIRT6
AC011498.1
FEM1A
AC005523.2
CATSPERD
TUBB4A
ARHGEF18
ZNF358
CAMSAP3
CERS4
AC022146.2
ADAMTS10
AC130469.1
ZNF699
AC011451.1
ZNF426
FBXL12
TYK2
ATG4D
DNM2
TIMM29
TSPAN16
RAB3D
ZNF627
ZNF69
ZNF763
ZNF878
ZNF490
MAST1
CACNA1A
ZSWIM4
NANOS3
PODNL1
PALM3
SAMD1
PRKACA
PKN1
FAM32A
AC008764.2
AC020913.3
MAP1S
AC008761.1
KCNN1
SSBP4
DDX49
HOMER3
TM6SF2
GMIP
AC011477.2
AC008554.1
ZNF737
ZNF208
ZNF254
AC073534.2
C19orf12
AC005597.1
ZNF536
AC011478.1
TSHZ3
AC025809.1
LRP3
AC008555.1
AC008555.2
RBM42
AF038458.3
AF038458.2
SDHAF1
ZNF793-AS1
DPF1
CATSPERG
SPRED3
FAM98C
RYR1
EIF3K
CAPN12
RINL
CCER2
SERTAD3
EGLN2
DEDD2
ZNF223
ZNF225
AC011481.1
EXOC3L2
RTN2
GIPR
IRF2BP1
NOVA2
NPAS1
GRIN2D
GRWD1
AC022154.1
PPP1R15A
SCAF1
PTOV1-AS1
FAM71E1
JOSD2
IGLON5
ZNF175
SPACA6P-AS
AC011468.1
ZNF841
ZNF836
ZNF578
AC092070.3
ZNF845
ZNF525
ZNF813
NLRP12
AC008440.1
LAIR1
NLRP2
AC010327.5
EPN1
ZFP28
ZNF71
AC005261.1
ZNF304
ZNF772
AC020915.1
ZNF8
ERVK3-1
TRIM28
SOX12
SCRT2
FAM110A
CENPB
AP5S1
AL353194.1
RNF24
AL121757.2
SHLD1
CHGB
TRMT6
LINC01428
PAK5
SNAP25-AS1
SNAP25
DTD1
AL121900.1
RIN2
LINC00237
KIZ
KIZ-AS1
SYNDIG1
AL157413.1
BCL2L1
AL117381.1
XKR7
AL031658.2
AL034550.3
DNMT3B
ZNF341-AS1
AHCY
TP53INP2
MMP24
RBM12
DLGAP4
DLGAP4-AS1
SAMHD1
SLC32A1
MAFB
AL049812.3
TOX2
OSER1
GDAP1L1
RIMS4
ZSWIM3
PCIF1
AC005914.1
RTF2
GCNT7
RBM38
PRELID3B
PHACTR3
FAM217B
CDH26
HELZ2
ZBTB46
ZBTB46-AS1
MYT1
TPTE
AF127577.2
AJ009632.2
MIR155HG
AP001599.1
ADAMTS5
BACH1
AP000240.1
LINC00649
DOP1B
AP000704.1
ERG
B3GALT5-AS1
ABCG1
IL17RA
TMEM121B
SEPTIN5
ZNF74
SERPIND1
CRKL
THAP7
CHCHD10
MMP11
SMARCB1
UPB1
LRP5L
AL008721.2
ASPHD2
SRRD
MIAT
HORMAD2-AS1
SF3A1
MORC2-AS1
INPP5J
RFPL3S
LINC01640
Z82173.1
MYH9
Z82215.1
PDXP
TRIOBP
H1F0
MGAT3
MIEF1
AL023553.1
CSDC2
RTL6
PHF21B
PRR34-AS1
CERK
ALG12
PIM3
AL022328.1
SBF1
ZBED1
PRKX
PRKX-AS1
BX890604.2
SHROOM2
HCCS
REPS2
RAI2
SCML2
CDKL5
PHKA2
SH3KBP1
ARX
AC121342.1
AC003659.1
PRRG1
DYNLT3
MID1IP1
ZNF182
FTSJ1
AC115618.1
USP27X
NUDT10
ZXDA
PJA1
DLG3
TEX11
RTL5
ABCB7
DACH2
PCDH11X
PCDH19
TRMT2B-AS1
ARMCX1
SLC25A53
FRMPD3-AS1
DCX
XACT
HTR2C
LRCH2
PLS3
WDR44
DOCK11
ZCCHC12
LONRF3
NKRF
SEPTIN6
RNF113A
ZBTB33
TMEM255A
MOSPD1
RTL8B
AL136169.1
RTL8A
MMGT1
FHL1
HTATSF1
LDOC1
SLITRK4
AFF2
LINC00893
TMEM185A
CXorf40B
L1CAM
UBL4A
F8A1
CLIC2
AC234781.1
BX571846.1
TTTY14
AC240274.1
